1.000000000000000000e+00,4.514100037546101701e-02,9.548589996245387956e-01
0.000000000000000000e+00,3.306441799183054142e-01,6.693558200816945858e-01
0.000000000000000000e+00,1.346365388507215211e-01,8.653634611492784234e-01
1.000000000000000000e+00,2.328801760527295355e-03,9.976711982394728118e-01
0.000000000000000000e+00,7.416561631718697478e-02,9.258343836828132334e-01
1.000000000000000000e+00,1.695033766652961904e-02,9.830496623334703532e-01
1.000000000000000000e+00,3.719756059674518556e-02,9.628024394032548283e-01
1.000000000000000000e+00,2.676100580186055108e-02,9.732389941981394177e-01
1.000000000000000000e+00,2.164591361090081184e-02,9.783540863890991535e-01
1.000000000000000000e+00,1.953237406195010295e-02,9.804676259380500358e-01
1.000000000000000000e+00,1.788503528028246095e-02,9.821149647197175980e-01
1.000000000000000000e+00,1.304352119863554788e-02,9.869564788013643897e-01
1.000000000000000000e+00,4.343250901646171502e-02,9.565674909835384376e-01
1.000000000000000000e+00,3.138798702089874455e-03,9.968612012979100045e-01
1.000000000000000000e+00,1.579207711673885281e-02,9.842079228832611992e-01
1.000000000000000000e+00,3.851315860299370231e-02,9.614868413970063532e-01
1.000000000000000000e+00,1.144906114215746631e-02,9.885509388578426204e-01
1.000000000000000000e+00,7.639358580831009764e-03,9.923606414191690206e-01
1.000000000000000000e+00,4.326544909483177881e-02,9.567345509051680130e-01
1.000000000000000000e+00,9.096807923217736791e-03,9.909031920767823465e-01
1.000000000000000000e+00,3.025870127769513668e-02,9.697412987223047454e-01
1.000000000000000000e+00,2.290540862980889204e-03,9.977094591370190280e-01
1.000000000000000000e+00,4.413307159175750699e-03,9.955866928408242389e-01
1.000000000000000000e+00,1.579207711673885281e-02,9.842079228832611992e-01
1.000000000000000000e+00,6.561073438036566820e-03,9.934389265619636422e-01
1.000000000000000000e+00,1.039720586930518824e-02,9.896027941306948517e-01
0.000000000000000000e+00,6.891134563573966809e-02,9.310886543642603597e-01
0.000000000000000000e+00,1.205125734480256561e-01,8.794874265519743162e-01
0.000000000000000000e+00,5.017206513284364067e-02,9.498279348671564426e-01
0.000000000000000000e+00,1.270524315985310515e-01,8.729475684014689207e-01
1.000000000000000000e+00,7.415663091792118466e-03,9.925843369082080203e-01
1.000000000000000000e+00,2.901633924765659872e-02,9.709836607523432139e-01
